Catalog Num,Course Level,Grade Group,Section,Subject,sumHeadcount
3600,3000-3999,C,1,ME EN - Mechanical Engineering,44
3600,3000-3999,B,1,ME EN - Mechanical Engineering,47
3600,3000-3999,A,1,ME EN - Mechanical Engineering,24
3650,3000-3999,Other,1,ME EN - Mechanical Engineering,2
3650,3000-3999,W,1,ME EN - Mechanical Engineering,1
3650,3000-3999,D,1,ME EN - Mechanical Engineering,1
3650,3000-3999,C,1,ME EN - Mechanical Engineering,9
3650,3000-3999,B,1,ME EN - Mechanical Engineering,2
3700,3000-3999,W,1,ME EN - Mechanical Engineering,3
3700,3000-3999,E,1,ME EN - Mechanical Engineering,2
3700,3000-3999,D,1,ME EN - Mechanical Engineering,4
3700,3000-3999,C,1,ME EN - Mechanical Engineering,17
3700,3000-3999,B,1,ME EN - Mechanical Engineering,64
3700,3000-3999,A,1,ME EN - Mechanical Engineering,67
3900,3000-3999,Other,1,ME EN - Mechanical Engineering,153
3900,3000-3999,W,1,ME EN - Mechanical Engineering,1
4000,4000-4999,B,1,ME EN - Mechanical Engineering,26
4000,4000-4999,A,1,ME EN - Mechanical Engineering,93
4060,4000-4999,Other,1,ME EN - Mechanical Engineering,1
4060,4000-4999,E,1,ME EN - Mechanical Engineering,1
4060,4000-4999,D,1,ME EN - Mechanical Engineering,3
4060,4000-4999,C,1,ME EN - Mechanical Engineering,15
4060,4000-4999,B,1,ME EN - Mechanical Engineering,50
4060,4000-4999,A,1,ME EN - Mechanical Engineering,13
5000,5000-5999,E,1,ME EN - Mechanical Engineering,1
5000,5000-5999,C,1,ME EN - Mechanical Engineering,2
5000,5000-5999,B,1,ME EN - Mechanical Engineering,14
5000,5000-5999,A,1,ME EN - Mechanical Engineering,6
5100,5000-5999,Other,1,ME EN - Mechanical Engineering,1
5100,5000-5999,W,1,ME EN - Mechanical Engineering,1
5100,5000-5999,C,1,ME EN - Mechanical Engineering,1
5100,5000-5999,B,1,ME EN - Mechanical Engineering,14
5100,5000-5999,A,1,ME EN - Mechanical Engineering,20
5200,5000-5999,W,1,ME EN - Mechanical Engineering,1
5200,5000-5999,C,1,ME EN - Mechanical Engineering,2
5200,5000-5999,B,1,ME EN - Mechanical Engineering,4
5200,5000-5999,A,1,ME EN - Mechanical Engineering,6
5205,5000-5999,D,1,ME EN - Mechanical Engineering,1
5205,5000-5999,C,1,ME EN - Mechanical Engineering,1
5205,5000-5999,B,1,ME EN - Mechanical Engineering,1
5205,5000-5999,A,1,ME EN - Mechanical Engineering,4
5220,5000-5999,E,1,ME EN - Mechanical Engineering,1
5220,5000-5999,C,1,ME EN - Mechanical Engineering,1
5220,5000-5999,B,1,ME EN - Mechanical Engineering,2
5220,5000-5999,A,1,ME EN - Mechanical Engineering,7
5250,5000-5999,Other,1,ME EN - Mechanical Engineering,1
5250,5000-5999,E,1,ME EN - Mechanical Engineering,1
5250,5000-5999,B,1,ME EN - Mechanical Engineering,2
5250,5000-5999,A,1,ME EN - Mechanical Engineering,24
5300,5000-5999,W,1,ME EN - Mechanical Engineering,1
5300,5000-5999,E,1,ME EN - Mechanical Engineering,1
5300,5000-5999,C,1,ME EN - Mechanical Engineering,9
5300,5000-5999,B,1,ME EN - Mechanical Engineering,13
5300,5000-5999,A,1,ME EN - Mechanical Engineering,12
5500,5000-5999,Other,1,ME EN - Mechanical Engineering,1
5500,5000-5999,C,1,ME EN - Mechanical Engineering,3
5500,5000-5999,B,1,ME EN - Mechanical Engineering,3
5510,5000-5999,B,1,ME EN - Mechanical Engineering,5
5510,5000-5999,A,1,ME EN - Mechanical Engineering,21
5700,5000-5999,E,1,ME EN - Mechanical Engineering,ds
5800,5000-5999,C,1,ME EN - Mechanical Engineering,3
5800,5000-5999,B,1,ME EN - Mechanical Engineering,14
5800,5000-5999,A,1,ME EN - Mechanical Engineering,5
5910,5000-5999,Other,79,ME EN - Mechanical Engineering,5
5920,5000-5999,W,17,ME EN - Mechanical Engineering,ds
5920,5000-5999,E,30,ME EN - Mechanical Engineering,9
5950,5000-5999,Other,19,ME EN - Mechanical Engineering,ds
5950,5000-5999,E,26,ME EN - Mechanical Engineering,ds
5950,5000-5999,A,18,ME EN - Mechanical Engineering,ds
5960,5000-5999,E,5,ME EN - Mechanical Engineering,ds
5960,5000-5999,E,4,ME EN - Mechanical Engineering,5
5960,5000-5999,C,3,ME EN - Mechanical Engineering,1
5960,5000-5999,B,3,ME EN - Mechanical Engineering,2
5960,5000-5999,B,2,ME EN - Mechanical Engineering,ds
5960,5000-5999,A,6,ME EN - Mechanical Engineering,ds
5960,5000-5999,A,3,ME EN - Mechanical Engineering,2
5960,5000-5999,A,2,ME EN - Mechanical Engineering,ds
