Catalog Num,Course Level,Grade Group,Section,Subject,sumHeadcount
4964,4000-4999,E,1,CS - Computer Science,1
4964,4000-4999,C,1,CS - Computer Science,3
4964,4000-4999,B,1,CS - Computer Science,10
4964,4000-4999,A,1,CS - Computer Science,25
4970,4000-4999,A,45,CS - Computer Science,ds
4970,4000-4999,A,4,CS - Computer Science,ds
5040,5000-5999,A,1,CS - Computer Science,18
5150,5000-5999,E,1,CS - Computer Science,1
5150,5000-5999,B,1,CS - Computer Science,2
5150,5000-5999,A,1,CS - Computer Science,2
5310,5000-5999,Other,1,CS - Computer Science,1
5310,5000-5999,E,1,CS - Computer Science,2
5310,5000-5999,C,1,CS - Computer Science,1
5310,5000-5999,B,1,CS - Computer Science,1
5310,5000-5999,A,1,CS - Computer Science,4
5340,5000-5999,C,1,CS - Computer Science,3
5340,5000-5999,B,1,CS - Computer Science,14
5340,5000-5999,A,1,CS - Computer Science,13
5350,5000-5999,D,1,CS - Computer Science,3
5350,5000-5999,C,1,CS - Computer Science,4
5350,5000-5999,B,1,CS - Computer Science,20
5350,5000-5999,A,1,CS - Computer Science,20
5490,5000-5999,W,1,CS - Computer Science,1
5490,5000-5999,B,1,CS - Computer Science,7
5490,5000-5999,A,1,CS - Computer Science,20
5510,5000-5999,W,1,CS - Computer Science,3
5510,5000-5999,E,1,CS - Computer Science,1
5510,5000-5999,D,1,CS - Computer Science,1
5510,5000-5999,C,1,CS - Computer Science,4
5510,5000-5999,B,1,CS - Computer Science,8
5510,5000-5999,A,1,CS - Computer Science,44
5540,5000-5999,B,1,CS - Computer Science,7
5540,5000-5999,A,1,CS - Computer Science,7
5630,5000-5999,B,1,CS - Computer Science,6
5630,5000-5999,A,1,CS - Computer Science,4
5710,5000-5999,A,1,CS - Computer Science,ds
5962,5000-5999,A,1,CS - Computer Science,ds
5964,5000-5999,B,1,CS - Computer Science,ds
5964,5000-5999,A,1,CS - Computer Science,ds
1000,1000-1999,Other,1,CVEEN - Civil And Environmental Engg,1
1000,1000-1999,W,1,CVEEN - Civil And Environmental Engg,5
1000,1000-1999,E,1,CVEEN - Civil And Environmental Engg,5
1000,1000-1999,D,1,CVEEN - Civil And Environmental Engg,2
1000,1000-1999,C,1,CVEEN - Civil And Environmental Engg,3
1000,1000-1999,B,1,CVEEN - Civil And Environmental Engg,24
1000,1000-1999,A,1,CVEEN - Civil And Environmental Engg,17
2010,2000-2999,W,1,CVEEN - Civil And Environmental Engg,2
2010,2000-2999,E,1,CVEEN - Civil And Environmental Engg,4
2010,2000-2999,D,1,CVEEN - Civil And Environmental Engg,6
2010,2000-2999,C,1,CVEEN - Civil And Environmental Engg,6
2010,2000-2999,B,1,CVEEN - Civil And Environmental Engg,8
2010,2000-2999,A,1,CVEEN - Civil And Environmental Engg,5
2140,2000-2999,E,1,CVEEN - Civil And Environmental Engg,3
2140,2000-2999,D,1,CVEEN - Civil And Environmental Engg,3
2140,2000-2999,C,1,CVEEN - Civil And Environmental Engg,8
2140,2000-2999,B,1,CVEEN - Civil And Environmental Engg,5
2300,2000-2999,C,1,CVEEN - Civil And Environmental Engg,5
2300,2000-2999,B,1,CVEEN - Civil And Environmental Engg,7
2300,2000-2999,A,1,CVEEN - Civil And Environmental Engg,9
2310,2000-2999,E,1,CVEEN - Civil And Environmental Engg,2
2310,2000-2999,D,1,CVEEN - Civil And Environmental Engg,3
2310,2000-2999,C,1,CVEEN - Civil And Environmental Engg,3
2310,2000-2999,B,1,CVEEN - Civil And Environmental Engg,10
2310,2000-2999,A,1,CVEEN - Civil And Environmental Engg,4
3000,3000-3999,C,1,CVEEN - Civil And Environmental Engg,2
3000,3000-3999,B,1,CVEEN - Civil And Environmental Engg,3
3000,3000-3999,A,1,CVEEN - Civil And Environmental Engg,41
3100,3000-3999,E,1,CVEEN - Civil And Environmental Engg,1
3100,3000-3999,C,1,CVEEN - Civil And Environmental Engg,1
3100,3000-3999,B,1,CVEEN - Civil And Environmental Engg,11
3100,3000-3999,A,1,CVEEN - Civil And Environmental Engg,18
3210,3000-3999,W,1,CVEEN - Civil And Environmental Engg,2
3210,3000-3999,D,1,CVEEN - Civil And Environmental Engg,2
3210,3000-3999,C,1,CVEEN - Civil And Environmental Engg,14
3210,3000-3999,B,1,CVEEN - Civil And Environmental Engg,9
3210,3000-3999,A,1,CVEEN - Civil And Environmental Engg,2
3310,3000-3999,W,1,CVEEN - Civil And Environmental Engg,1
3310,3000-3999,E,1,CVEEN - Civil And Environmental Engg,2
3310,3000-3999,D,1,CVEEN - Civil And Environmental Engg,4
3310,3000-3999,C,1,CVEEN - Civil And Environmental Engg,8
3310,3000-3999,B,1,CVEEN - Civil And Environmental Engg,4
3310,3000-3999,A,1,CVEEN - Civil And Environmental Engg,2
3315,3000-3999,W,2,CVEEN - Civil And Environmental Engg,1
3315,3000-3999,E,2,CVEEN - Civil And Environmental Engg,1
3315,3000-3999,B,2,CVEEN - Civil And Environmental Engg,7
3315,3000-3999,A,2,CVEEN - Civil And Environmental Engg,7
3410,3000-3999,C,1,CVEEN - Civil And Environmental Engg,16
3410,3000-3999,B,1,CVEEN - Civil And Environmental Engg,23
3410,3000-3999,A,1,CVEEN - Civil And Environmental Engg,24
3415,3000-3999,B,3,CVEEN - Civil And Environmental Engg,6
3415,3000-3999,B,2,CVEEN - Civil And Environmental Engg,5
3415,3000-3999,B,1,CVEEN - Civil And Environmental Engg,3
3415,3000-3999,A,3,CVEEN - Civil And Environmental Engg,16
3415,3000-3999,A,2,CVEEN - Civil And Environmental Engg,17
3415,3000-3999,A,1,CVEEN - Civil And Environmental Engg,13
3510,3000-3999,C,1,CVEEN - Civil And Environmental Engg,3
3510,3000-3999,B,1,CVEEN - Civil And Environmental Engg,19
3510,3000-3999,A,1,CVEEN - Civil And Environmental Engg,18
3520,3000-3999,C,1,CVEEN - Civil And Environmental Engg,1
3520,3000-3999,B,1,CVEEN - Civil And Environmental Engg,14
3520,3000-3999,A,1,CVEEN - Civil And Environmental Engg,14
3610,3000-3999,E,1,CVEEN - Civil And Environmental Engg,1
3610,3000-3999,D,1,CVEEN - Civil And Environmental Engg,1
3610,3000-3999,C,1,CVEEN - Civil And Environmental Engg,1
3610,3000-3999,B,1,CVEEN - Civil And Environmental Engg,12
3610,3000-3999,A,1,CVEEN - Civil And Environmental Engg,3
4000,4000-4999,B,1,CVEEN - Civil And Environmental Engg,3
4000,4000-4999,A,1,CVEEN - Civil And Environmental Engg,51
4221,4000-4999,E,1,CVEEN - Civil And Environmental Engg,2
4221,4000-4999,C,1,CVEEN - Civil And Environmental Engg,8
4221,4000-4999,B,1,CVEEN - Civil And Environmental Engg,19
4221,4000-4999,A,1,CVEEN - Civil And Environmental Engg,21
4410,4000-4999,Other,1,CVEEN - Civil And Environmental Engg,1
4410,4000-4999,B,1,CVEEN - Civil And Environmental Engg,4
4410,4000-4999,A,1,CVEEN - Civil And Environmental Engg,14
4910,4000-4999,B,1,CVEEN - Civil And Environmental Engg,11
5110,5000-5999,E,90,CVEEN - Civil And Environmental Engg,1
5110,5000-5999,A,90,CVEEN - Civil And Environmental Engg,15
5230,5000-5999,A,1,CVEEN - Civil And Environmental Engg,ds
5240,5000-5999,E,1,CVEEN - Civil And Environmental Engg,1
5240,5000-5999,B,1,CVEEN - Civil And Environmental Engg,15
5240,5000-5999,A,1,CVEEN - Civil And Environmental Engg,8
5305,5000-5999,C,1,CVEEN - Civil And Environmental Engg,4
5305,5000-5999,B,1,CVEEN - Civil And Environmental Engg,16
5305,5000-5999,A,1,CVEEN - Civil And Environmental Engg,11
5570,5000-5999,B,1,CVEEN - Civil And Environmental Engg,7
5570,5000-5999,A,1,CVEEN - Civil And Environmental Engg,3
5605,5000-5999,D,1,CVEEN - Civil And Environmental Engg,1
5605,5000-5999,C,1,CVEEN - Civil And Environmental Engg,2
5605,5000-5999,B,1,CVEEN - Civil And Environmental Engg,10
5605,5000-5999,A,1,CVEEN - Civil And Environmental Engg,1
5610,5000-5999,A,1,CVEEN - Civil And Environmental Engg,ds
5820,5000-5999,B,1,CVEEN - Civil And Environmental Engg,5
5820,5000-5999,A,1,CVEEN - Civil And Environmental Engg,10
1410,1000-1999,W,1,EAE - Entertainment Arts & Engg,1
1410,1000-1999,E,1,EAE - Entertainment Arts & Engg,3
1410,1000-1999,C,1,EAE - Entertainment Arts & Engg,5
1410,1000-1999,B,1,EAE - Entertainment Arts & Engg,11
1410,1000-1999,A,1,EAE - Entertainment Arts & Engg,8
2420,2000-2999,W,4,EAE - Entertainment Arts & Engg,2
2420,2000-2999,W,1,EAE - Entertainment Arts & Engg,1
2420,2000-2999,E,4,EAE - Entertainment Arts & Engg,15
2420,2000-2999,E,1,EAE - Entertainment Arts & Engg,12
2420,2000-2999,D,1,EAE - Entertainment Arts & Engg,2
2420,2000-2999,C,4,EAE - Entertainment Arts & Engg,7
2420,2000-2999,C,1,EAE - Entertainment Arts & Engg,4
2420,2000-2999,B,4,EAE - Entertainment Arts & Engg,7
2420,2000-2999,B,1,EAE - Entertainment Arts & Engg,9
2420,2000-2999,A,4,EAE - Entertainment Arts & Engg,7
2420,2000-2999,A,1,EAE - Entertainment Arts & Engg,12
3020,3000-3999,Other,1,EAE - Entertainment Arts & Engg,1
3020,3000-3999,W,1,EAE - Entertainment Arts & Engg,2
3020,3000-3999,E,1,EAE - Entertainment Arts & Engg,2
3020,3000-3999,D,1,EAE - Entertainment Arts & Engg,2
3020,3000-3999,C,1,EAE - Entertainment Arts & Engg,5
3020,3000-3999,B,1,EAE - Entertainment Arts & Engg,9
3020,3000-3999,A,1,EAE - Entertainment Arts & Engg,3
3035,3000-3999,E,1,EAE - Entertainment Arts & Engg,1
3035,3000-3999,D,1,EAE - Entertainment Arts & Engg,1
3035,3000-3999,B,1,EAE - Entertainment Arts & Engg,2
3035,3000-3999,A,1,EAE - Entertainment Arts & Engg,12
3600,3000-3999,Other,5,EAE - Entertainment Arts & Engg,1
3600,3000-3999,Other,2,EAE - Entertainment Arts & Engg,5
3600,3000-3999,Other,1,EAE - Entertainment Arts & Engg,6
3600,3000-3999,W,6,EAE - Entertainment Arts & Engg,2
3600,3000-3999,W,5,EAE - Entertainment Arts & Engg,2
3600,3000-3999,W,4,EAE - Entertainment Arts & Engg,2
3600,3000-3999,W,3,EAE - Entertainment Arts & Engg,1
3600,3000-3999,W,2,EAE - Entertainment Arts & Engg,1
3600,3000-3999,E,6,EAE - Entertainment Arts & Engg,5
3600,3000-3999,E,5,EAE - Entertainment Arts & Engg,2
3600,3000-3999,E,4,EAE - Entertainment Arts & Engg,5
3600,3000-3999,E,3,EAE - Entertainment Arts & Engg,2
3600,3000-3999,E,2,EAE - Entertainment Arts & Engg,3
3600,3000-3999,E,1,EAE - Entertainment Arts & Engg,2
3600,3000-3999,D,2,EAE - Entertainment Arts & Engg,1
3600,3000-3999,D,1,EAE - Entertainment Arts & Engg,2
3600,3000-3999,C,6,EAE - Entertainment Arts & Engg,2
3600,3000-3999,C,5,EAE - Entertainment Arts & Engg,3
3600,3000-3999,C,4,EAE - Entertainment Arts & Engg,3
3600,3000-3999,C,3,EAE - Entertainment Arts & Engg,2
3600,3000-3999,C,1,EAE - Entertainment Arts & Engg,1
3600,3000-3999,B,6,EAE - Entertainment Arts & Engg,5
3600,3000-3999,B,5,EAE - Entertainment Arts & Engg,11
3600,3000-3999,B,4,EAE - Entertainment Arts & Engg,7
3600,3000-3999,B,3,EAE - Entertainment Arts & Engg,2
3600,3000-3999,B,2,EAE - Entertainment Arts & Engg,10
3600,3000-3999,B,1,EAE - Entertainment Arts & Engg,7
3600,3000-3999,A,6,EAE - Entertainment Arts & Engg,14
3600,3000-3999,A,5,EAE - Entertainment Arts & Engg,10
3600,3000-3999,A,4,EAE - Entertainment Arts & Engg,15
3600,3000-3999,A,3,EAE - Entertainment Arts & Engg,14
3600,3000-3999,A,2,EAE - Entertainment Arts & Engg,6
3600,3000-3999,A,1,EAE - Entertainment Arts & Engg,3
3620,3000-3999,W,1,EAE - Entertainment Arts & Engg,1
3620,3000-3999,E,1,EAE - Entertainment Arts & Engg,1
3620,3000-3999,C,1,EAE - Entertainment Arts & Engg,2
3620,3000-3999,B,1,EAE - Entertainment Arts & Engg,3
3620,3000-3999,A,1,EAE - Entertainment Arts & Engg,13
3625,3000-3999,B,1,EAE - Entertainment Arts & Engg,ds
3630,3000-3999,E,1,EAE - Entertainment Arts & Engg,1
3630,3000-3999,C,1,EAE - Entertainment Arts & Engg,2
3630,3000-3999,B,1,EAE - Entertainment Arts & Engg,4
3630,3000-3999,A,1,EAE - Entertainment Arts & Engg,7
3650,3000-3999,C,1,EAE - Entertainment Arts & Engg,2
3650,3000-3999,B,1,EAE - Entertainment Arts & Engg,10
3650,3000-3999,A,1,EAE - Entertainment Arts & Engg,4
3660,3000-3999,W,2,EAE - Entertainment Arts & Engg,1
3660,3000-3999,E,1,EAE - Entertainment Arts & Engg,3
3660,3000-3999,C,1,EAE - Entertainment Arts & Engg,1
3660,3000-3999,B,2,EAE - Entertainment Arts & Engg,7
3660,3000-3999,B,1,EAE - Entertainment Arts & Engg,4
3660,3000-3999,A,2,EAE - Entertainment Arts & Engg,18
3660,3000-3999,A,1,EAE - Entertainment Arts & Engg,14
3680,3000-3999,W,1,EAE - Entertainment Arts & Engg,1
3680,3000-3999,E,1,EAE - Entertainment Arts & Engg,1
3680,3000-3999,D,1,EAE - Entertainment Arts & Engg,1
3680,3000-3999,C,1,EAE - Entertainment Arts & Engg,2
3680,3000-3999,B,1,EAE - Entertainment Arts & Engg,5
3680,3000-3999,A,1,EAE - Entertainment Arts & Engg,8
4500,4000-4999,E,1,EAE - Entertainment Arts & Engg,1
4500,4000-4999,D,1,EAE - Entertainment Arts & Engg,3
4500,4000-4999,C,1,EAE - Entertainment Arts & Engg,9
4500,4000-4999,B,1,EAE - Entertainment Arts & Engg,31
4500,4000-4999,A,1,EAE - Entertainment Arts & Engg,119
4900,4000-4999,Other,9,EAE - Entertainment Arts & Engg,5
4900,4000-4999,Other,1,EAE - Entertainment Arts & Engg,2
4900,4000-4999,W,9,EAE - Entertainment Arts & Engg,1
4900,4000-4999,W,8,EAE - Entertainment Arts & Engg,1
4900,4000-4999,W,3,EAE - Entertainment Arts & Engg,1
4900,4000-4999,E,8,EAE - Entertainment Arts & Engg,2
4900,4000-4999,E,7,EAE - Entertainment Arts & Engg,1
4900,4000-4999,C,7,EAE - Entertainment Arts & Engg,1
4900,4000-4999,C,2,EAE - Entertainment Arts & Engg,1
4900,4000-4999,B,8,EAE - Entertainment Arts & Engg,4
4900,4000-4999,B,7,EAE - Entertainment Arts & Engg,3
4900,4000-4999,B,3,EAE - Entertainment Arts & Engg,1
4900,4000-4999,B,2,EAE - Entertainment Arts & Engg,1
4900,4000-4999,A,9,EAE - Entertainment Arts & Engg,6
